anio,id_region,region,renta_media_hogar,renta_media_hogar_unidad,pbi_per_capita,pbi_per_capita_unidad,densidad_pobl,densidad_pobl_unidad,pobl_total,pobl_total_unidad,tasa_homicidios,tasa_homicidios_unidad,tasa_pobreza,tasa_pobreza_unidad,hdi,hdi_unidad
2011-01-01,ITG1,Sicilia,12700,EUR_HAB,17400,EUR_HAB,196.9,PER_KM2,NA,NA,1.18,P_HTHAB,44.6,PC,0.849,Indice
2012-01-01,ITG1,Sicilia,12300,EUR_HAB,17400,EUR_HAB,196.8,PER_KM2,NA,NA,1.12,P_HTHAB,41.9,PC,0.848,Indice
2013-01-01,ITG1,Sicilia,12200,EUR_HAB,17100,EUR_HAB,195.4,PER_KM2,NA,NA,1.22,P_HTHAB,40.9,PC,0.847,Indice
2014-01-01,ITG1,Sicilia,12000,EUR_HAB,16800,EUR_HAB,200.5,PER_KM2,5041754,NR,1,P_HTHAB,40.1,PC,0.848,Indice
2015-01-01,ITG1,Sicilia,12200,EUR_HAB,17200,EUR_HAB,200.1,PER_KM2,5028266,NR,1.02,P_HTHAB,42.3,PC,0.846,Indice
2016-01-01,ITG1,Sicilia,12300,EUR_HAB,17400,EUR_HAB,199.4,PER_KM2,5004400,NR,0.77,P_HTHAB,41.8,PC,0.85,Indice
2017-01-01,ITG1,Sicilia,12600,EUR_HAB,17800,EUR_HAB,196.2,PER_KM2,4977900,NR,0.63,P_HTHAB,41.3,PC,0.85,Indice
2018-01-01,ITG1,Sicilia,12800,EUR_HAB,18000,EUR_HAB,195.1,PER_KM2,4942188,NR,0.66,P_HTHAB,40.7,PC,0.856,Indice
2019-01-01,ITG1,Sicilia,12900,EUR_HAB,18300,EUR_HAB,192.1,PER_KM2,4908548,NR,0.65,P_HTHAB,41.4,PC,0.859,Indice
2020-01-01,ITG1,Sicilia,12100,EUR_HAB,17300,EUR_HAB,190.3,PER_KM2,4875290,NR,0.68,P_HTHAB,38.2,PC,0.857,Indice
2021-01-01,ITG1,Sicilia,13200,EUR_HAB,19100,EUR_HAB,188.9,PER_KM2,4833705,NR,0.66,P_HTHAB,38.1,PC,0.861,Indice
2022-01-01,ITG1,Sicilia,14200,EUR_HAB,21200,EUR_HAB,187.7,PER_KM2,4833329,NR,0.83,P_HTHAB,36.8,PC,0.858,Indice
2023-01-01,ITG1,Sicilia,15200,EUR_HAB,22900,EUR_HAB,187,PER_KM2,4814016,NR,NA,P_HTHAB,38,PC,0.868,Indice
2008-01-01,ITG2,Sardegna,14500,EUR_HAB,20300,EUR_HAB,68.7,PER_KM2,NA,NA,1.95,P_HTHAB,23.1,PC,0.862,Indice
2009-01-01,ITG2,Sardegna,14100,EUR_HAB,19800,EUR_HAB,68.7,PER_KM2,NA,NA,1.03,P_HTHAB,21.6,PC,0.86,Indice
2010-01-01,ITG2,Sardegna,13900,EUR_HAB,19800,EUR_HAB,68.7,PER_KM2,NA,NA,0.97,P_HTHAB,18.3,PC,0.864,Indice
